a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight,Activity_value
6,3,9,0.84247583,2.9070001,-5.3163199,6,530.56396,1
3,1,6,0.88883984,2.3447599,-3.7851701,3,363.34299,1
4,1,7,0.98566401,5.71276,-8.9181995,5,556.75897,1
3,1,5,0.88435805,5.3449998,-7.1233802,4,463.79599,1
5,1,5,0.77056599,4.1020002,-5.1227498,6,520.72198,1
5,4,12,0.79233819,5.362,-7.3943601,4,567.79498,1
3,2,5,0.81286365,2.1919999,-2.71824,4,341.41098,1
3,1,5,0.76085824,4.191,-4.6184001,4,350.46201,1
4,0,6,0.81551647,4.0560002,-4.5223198,4,401.52701,1
3,5,4,0.79537576,3.128,-3.80479,5,402.50198,1
4,5,4,0.8100819,2.7750001,-3.9665401,5,403.48999,1
5,5,4,0.83264762,1.367,-3.50387,5,405.46201,1
4,3,5,0.87685478,7.6139998,-9.1813002,5,541.86597,1
4,1,1,0.78849971,2.72,-4.5448699,5,413.48099,1
3,2,1,0.80304313,3.3199999,-4.6216002,5,452.57401,1
3,2,1,0.775711,3.25,-4.3742399,5,434.58398,1
3,2,1,0.775711,3.526,-4.49968,5,434.58398,1
3,2,1,0.775711,3.526,-4.49968,5,434.58398,1
3,2,1,0.77129453,3.9679999,-4.7014499,5,448.61099,1
4,2,1,0.79038453,2.5599999,-4.23878,5,450.58298,1
1,1,0,0.73530322,4.119,-4.7755899,4,246.31299,1
7,2,7,0.81502914,0.56300002,-2.8896401,4,422.48499,1
7,2,8,0.8896085,1.53276,-3.9461901,4,490.48199,1
7,2,8,0.80987245,1.247,-4.2919598,5,462.54999,1
7,2,7,0.85470974,1.1900001,-3.62393,4,456.92999,1
2,2,12,0.79036945,5.809,-7.7635002,3,436.57599,1
4,2,7,0.77300036,4.2069998,-6.99718,5,448.53,1
5,4,7,0.79950023,4.224,-6.6156502,5,467.52899,1
5,3,8,0.81264597,6.3709998,-9.0454597,6,580.63501,1
3,1,7,0.78558296,7.3629999,-9.4949102,6,536.62598,1
1,1,2,0.68831253,4.9640002,-4.9091101,1,220.35599,1
1,2,1,0.76300484,2.562,-3.06268,3,238.28999,1
3,1,5,0.74790323,3.9890001,-5.8218799,3,327.38699,1
4,0,6,0.77711463,6.678,-7.8157001,3,410.44998,1
3,2,11,0.81569666,5.4747601,-5.5592098,5,564.65601,1
5,0,4,0.79547811,0.76700002,-3.87658,5,403.48999,1
5,0,4,0.83192307,0.62199998,-3.6976399,5,407.453,1
5,0,4,0.83192307,0.66100001,-3.6976399,5,407.453,1
5,0,4,0.83192307,0.66100001,-3.6976399,5,407.453,1
5,0,4,0.83192307,0.62199998,-3.6976399,5,407.453,1
3,0,4,0.79515827,2.8369999,-5.77742,5,404.53799,1
6,2,4,0.80450344,0.66100001,-5.01265,5,389.46298,1
5,0,4,0.80144542,0.47099999,-3.4026599,5,389.46298,1
4,4,5,0.79588926,1.187,-2.43627,3,354.45801,1
6,4,5,0.87830889,-0.97899997,-1.94213,3,404.495,1
4,4,8,0.86516905,0.50691998,-2.2102301,2,364.39999,1
6,4,9,0.86238664,-0.74800003,-1.79329,2,406.51099,1
4,4,6,0.81046027,0.248,-2.0327301,3,326.40399,1
3,3,11,0.80565757,4.632,-4.3093901,2,390.474,1
4,0,8,0.83799118,6.1867599,-8.3942604,5,540.65802,1
4,0,7,0.82019991,5.5929999,-7.92767,5,508.64099,1
5,0,7,0.80127746,3.0250001,-6.4344301,5,477.63699,1
4,0,6,0.82584,5.151,-7.7259002,5,494.61398,1
6,0,7,0.82683432,2.7365301,-7.32372,6,518.646,1
6,0,7,0.82683432,2.6605301,-7.32372,6,518.646,1
2,1,3,0.76667029,4.631,-4.4214602,2,262.349,1
5,5,7,0.80043411,1.324,-2.44926,3,412.53799,1
4,1,3,0.78368336,3.9809999,-6.3828301,5,409.46799,1
5,5,6,0.8066085,1.2359999,-2.38779,3,398.51099,1
5,0,6,0.79812372,5.9829998,-8.0264797,6,507.078,1
2,1,4,0.76761484,5.9099998,-5.7383299,4,381.95099,1
0,0,6,0.68681228,11.483,-11.4422,5,474.62698,1
1,2,4,0.8005411,4.8280001,-6.9105902,3,310.784,1
4,0,8,0.88191903,3.88076,-7.0673099,5,477.55499,1
5,3,6,0.76600397,3.7785299,-4.94839,4,366.42798,1
4,3,6,0.79577786,5.4050002,-6.9720201,4,399.88498,1
5,3,6,0.81028408,4.3295298,-5.6826801,4,400.87299,1
5,4,5,0.81012064,4.0615301,-6.2743902,4,358.38,1
5,5,5,0.79131871,3.2365301,-5.7002902,4,355.405,1
5,4,5,0.77644938,3.50353,-5.6681499,4,340.38998,1
2,2,3,0.86275297,3.2019999,-6.3392301,4,365.345,1
6,0,7,0.81275678,1.427,-4.0090899,5,446.51099,1
1,1,1,0.77829123,2.937,-2.4927499,2,221.73099,1
2,1,4,0.90068334,5.8617601,-6.7578101,4,418.36499,1
0,1,1,0.86592633,1.502,-2.0564599,1,152.153,1
4,3,7,0.8566727,7.6989999,-10.00917,5,537.99396,1
4,2,9,0.80528307,4.54,-7.0293598,4,437.51898,1
3,3,6,0.76716828,4.224,-3.7941999,3,353.46201,1
3,1,5,0.76085824,4.23,-4.6184001,4,350.46201,1
4,0,7,0.82326913,3.651,-5.0485001,4,442.94299,1
2,0,3,0.76293409,3.901,-3.8721099,3,291.32898,1
4,1,7,0.86952466,5.7839999,-6.5827699,5,582.96997,1
4,1,2,0.85299081,4.2119999,-6.84729,6,457.44,1
4,1,2,0.82593578,3.655,-6.2410498,6,439.44998,1
6,0,7,0.81275678,1.427,-4.0090899,5,446.51099,1
5,3,7,0.90248054,5.2350001,-8.2213402,5,557.84399,1
4,2,5,0.91613305,7.4637599,-9.2020903,4,539.38098,1
6,4,9,0.92455721,2.1127601,-4.9522901,3,487.90598,1
5,3,8,0.85981309,2.8970001,-5.3903298,4,487.95898,1
7,3,9,0.88156259,1.9809999,-5.2360401,4,548.06,1
7,3,9,0.88156259,1.9809999,-5.2360401,4,548.06,1
6,4,9,0.93326706,2.98276,-4.1637301,3,460.884,1
5,2,8,0.81246269,6.0749998,-5.7542901,4,503.05798,1
5,2,8,0.8179338,5.6680002,-5.4270802,4,489.03098,1
5,2,3,0.87321365,2.3699999,-4.8129702,5,442.90298,1
4,2,3,0.87701452,2.467,-4.4194498,5,398.85001,1
5,1,6,0.76353276,0.986,-3.4410601,3,350.466,1
5,1,6,0.76879019,0.653,-2.96714,3,336.439,1
4,2,8,0.83239943,5.0799999,-5.3087902,6,548.60901,1
3,2,6,0.75904399,3.345,-4.5953202,4,372.47198,1
5,2,4,0.83690768,1.535,-4.0360899,5,389.41498,1
4,2,3,0.78989863,2.924,-3.2332101,4,384.495,1
3,0,4,0.85187215,4.7270002,-5.5553699,3,371.40698,1
3,4,11,0.82128394,4.1950002,-4.3143401,2,391.46201,1
4,3,5,0.87685478,7.6149998,-9.3342199,5,541.86597,1
4,4,1,0.91800034,0.271,-0.25663,1,126.115,1
5,1,7,0.83513618,2.3139999,-4.1293602,4,424.45099,1
5,1,7,0.80588979,2.1240001,-3.8343799,4,406.461,1
4,2,9,0.80528307,4.54,-7.3428102,4,437.51898,1
3,1,6,0.98587251,4.2987599,-6.32442,2,380.19699,1
5,0,4,0.82165283,1.59,-4.2406101,4,397.914,1
4,2,4,0.88649637,3.16576,-5.1804099,4,391.39301,1
9,2,7,0.88172024,2.7235301,-4.2178702,6,555.63098,1
8,2,7,0.81409997,2.5915301,-3.9747901,6,484.56,1
9,2,7,0.85861725,2.57353,-3.9228899,6,537.64099,1
5,4,6,0.80046719,1.081,-3.1926999,4,434.548,1
4,2,5,0.79262316,3.1199999,-4.6539102,4,334.379,1
3,2,5,0.75963438,2.1440001,-3.59359,3,291.358,1
2,2,4,0.75256073,3.3699999,-5.0511298,3,319.40799,1
2,2,4,0.91492409,4.5479999,-6.30616,3,394.689,1
2,2,5,0.90072203,3.8617599,-5.4548202,3,377.341,1
5,0,5,0.79956621,2.796,-5.97436,7,512.68201,1
7,3,11,0.82003099,4.3210001,-6.5819302,6,642.73199,1
3,3,6,0.76716828,4.224,-4.1076498,3,353.46201,1
2,2,6,0.74189913,4.6760001,-4.55967,3,337.46298,1
4,3,11,0.82903045,4.5040002,-4.5682602,2,392.44598,1
3,1,5,0.76085824,4.3060002,-4.93185,4,350.46201,1
3,0,5,0.8845892,2.8559999,-3.8717699,3,356.25299,1
3,0,5,0.8845892,2.8559999,-3.8717699,3,356.25299,1
3,0,5,0.76758999,2.8959999,-4.2810702,4,337.423,1
3,1,3,0.93642801,3.438,-5.2922401,4,397.42099,1
3,1,2,0.91551977,3.2019999,-4.9685502,4,365.40399,1
4,1,2,0.88461661,3.652,-6.7205801,6,447.401,1
3,0,5,0.89909589,3.4920001,-4.8427901,3,372.32001,1
4,0,6,0.75910634,4.6279998,-4.90481,5,499.659,1
4,0,8,0.75272566,5.546,-6.4579201,5,537.70801,1
3,0,7,0.74538046,5.849,-6.1069899,5,512.698,1
5,2,4,0.84471554,3.003,-4.5994401,5,439.922,1
1,0,1,0.70442259,2.9400001,-3.95608,2,234.383,1
2,2,1,0.80769533,2.2550001,-3.51265,4,298.414,1
6,0,7,0.81275678,1.427,-4.0090899,5,446.51099,1
5,0,7,0.77347839,5.5349998,-8.2708397,6,537.73596,1
5,1,7,0.88563645,3.0439999,-4.14504,4,432.47598,1
4,0,4,0.76190907,3.3940001,-3.44978,5,405.54199,1
3,1,2,0.82313943,2.346,-3.1013,4,333.40698,1
1,0,4,0.75327158,7.3639998,-7.2277198,4,372.89899,1
1,0,4,0.79549462,6.8940001,-7.03439,4,378.927,1
2,1,4,0.77261382,5.2199998,-5.3338499,4,365.90799,1
1,0,4,0.78018945,6.079,-6.97929,4,362.85999,1
2,1,4,0.77594346,6.2220001,-5.9635,5,393.96201,1
1,0,4,0.76232159,6.723,-7.3015199,4,352.909,1
1,0,4,0.75760961,7.165,-7.81674,4,366.936,1
2,1,4,0.77261382,5.448,-5.4111199,4,367.92398,1
2,1,4,0.77261382,5.448,-5.4111199,4,367.92398,1
2,0,5,0.78018945,6.3870001,-6.0525599,4,368.90799,1
4,1,5,0.86152381,2.6989999,-4.3345399,4,431.46198,1
1,0,2,0.782471,4.7259998,-5.1486201,3,270.763,1
3,1,4,0.82073307,3.279,-4.0779099,2,272.27499,1
5,0,4,0.79547811,0.80599999,-3.87658,5,403.48999,1
4,0,7,0.83427465,3.099,-6.3057399,5,427.548,1
3,2,5,0.95514154,2.9820001,-5.2849998,2,364.267,1
5,2,8,0.82843709,6.1069999,-6.1798401,4,505.48599,1
4,3,9,0.84838438,4.50776,-6.00383,4,503.565,1
0,0,4,0.6813696,7.4889998,-6.5894399,3,322.431,1
2,0,10,0.70922774,7.3249998,-6.8747201,3,410.53699,1
2,0,6,0.71134835,4.6030002,-4.4015999,3,321.46399,1
3,1,4,0.8388052,3.681,-4.51722,2,288.72998,1
3,0,6,0.81154972,4.0710001,-5.1164598,2,316.784,1
3,1,3,0.83163768,3.776,-5.2727098,3,296.35001,1
3,1,7,0.77457172,6.0939999,-6.8213701,6,496.67899,1
3,0,5,0.94344312,4.6055198,-7.3726201,3,395.306,1
0,0,6,0.68681228,11.409,-11.4422,5,474.62698,1
2,1,1,0.73107064,4.6560001,-4.6342101,4,291.39398,1
3,1,2,0.81226987,5.3330002,-8.0021801,6,438.46198,1
3,0,6,0.78722262,4.323,-5.7104502,3,359.901,1
4,0,7,0.78095955,5.895,-7.32302,5,479.69299,1
2,2,4,0.75822604,2.8069999,-3.6643,3,281.35901,1
4,1,2,0.7723825,4.0999999,-3.9781899,3,263.29999,1
4,1,10,0.74700707,4.3319998,-5.4913201,4,458.60199,1
3,1,7,0.86900353,3.405,-4.6227798,2,351.854,1
4,2,8,0.85678995,5.914,-6.9011898,4,480.97598,1
3,1,4,0.8717435,4.7309999,-4.89431,2,312.45801,1
4,2,5,0.85810041,2.2349999,-4.22399,3,358.418,1
5,1,7,0.89242923,4.868,-6.3351598,4,526.48499,1
5,1,7,0.85093677,4.5739999,-5.7613401,4,506.06699,1
0,0,2,0.9601354,2.109,-3.1258099,1,182.13499,1
3,3,7,0.73486996,3.9182701,-6.05686,3,373.496,1
3,3,7,0.77112114,3.33727,-6.5211601,3,391.535,1
1,1,1,0.77829123,2.937,-2.4927499,2,221.73099,1
2,0,5,0.71244562,4.9840002,-5.0016298,3,303.405,1
2,0,5,0.71244562,5.0599999,-5.1621599,3,303.405,1
0,0,6,0.6813696,6.349,-4.9788399,3,330.495,1
2,1,8,0.70669228,7.1129999,-6.4706802,4,413.60498,1
2,0,12,0.70922774,6.8930001,-5.5447202,3,418.60098,1
5,3,10,0.82094073,2.5,-3.61485,2,392.51999,1
2,0,12,0.70530766,7.5009999,-6.9976602,3,438.591,1
2,0,10,0.71372652,6.0089998,-5.14118,3,390.547,1
2,0,14,0.70530766,7.0689998,-5.6676602,3,446.655,1
5,3,9,0.86147493,3.23576,-4.5851598,4,504.55298,1
5,4,8,0.85843873,3.8617599,-4.7662702,5,486.54199,1
4,2,8,0.84745622,3.4077599,-4.6602802,5,500.569,1
4,1,5,0.83005702,3.80953,-3.90836,4,399.901,1
4,1,5,0.86036628,4.5914502,-4.2880101,4,417.89099,1
4,1,5,0.84252632,4.6435299,-4.52073,4,416.35599,1
4,1,5,0.79892284,4.0155301,-3.7864399,4,381.91098,1
4,1,5,0.83005702,3.80953,-3.90836,4,399.901,1
4,1,2,0.85299081,4.1739998,-6.84729,6,457.44,1
4,0,3,0.78762746,3.89853,-3.9958501,5,393.55899,1
4,0,3,0.78762746,3.954,-5.73667,5,393.55899,1
6,1,6,0.78311729,2.2579999,-7.18115,6,490.57098,1
4,0,8,0.86089456,4.8007598,-6.5519199,5,473.56699,1
5,0,7,0.87959743,4.4587598,-6.8727198,5,502.565,1
4,1,5,0.82857448,3.9415901,-4.1774802,4,399.901,1
4,1,5,0.79747653,4.1475902,-4.0555601,4,381.91098,1
3,0,4,0.76516974,1.392,-2.2084899,4,322.41199,1
3,1,5,0.76085824,4.2319999,-4.93185,4,350.46201,1
3,1,5,0.80753511,3.641,-4.5779901,4,356.48999,1
3,1,5,0.80753511,3.641,-4.5779901,4,356.48999,1
3,1,3,0.75630355,3.266,-3.8042099,4,307.397,1
3,1,3,0.75126207,3.599,-4.2781301,4,321.42398,1
2,1,3,0.77476174,3.902,-4.65345,4,323.46399,1
3,0,5,0.88992286,5.9217601,-6.4109201,4,429.37299,1
3,0,5,0.86037213,5.7337599,-6.1159401,4,411.383,1
4,2,8,0.83239943,5.0419998,-5.3087902,6,548.60901,1
4,0,6,0.758982,3.9920001,-5.11167,5,413.52499,1
2,1,6,0.82443166,5.2820001,-5.7680101,3,391.34198,1
4,0,6,0.79778314,3.6760001,-5.5528898,5,419.55301,1
2,0,8,0.7189424,5.8330002,-5.01824,3,362.49298,1
2,2,7,0.83434314,7.0742898,-7.7107,4,470.50998,1
3,1,6,0.80231738,2.8369999,-3.34267,4,390.95898,1
2,1,3,0.82626915,3.721,-5.5806799,3,284.40701,1
5,3,9,0.86147493,3.1647601,-4.3482199,4,504.55298,1
5,2,6,0.79104918,1.701,-3.7375801,5,475.59299,1
3,2,5,0.79453331,3.3199999,-5.3453498,4,407.49298,1
3,2,5,0.8067714,2.451,-4.6909299,4,379.439,1
3,2,5,0.78404975,4.1890001,-5.9997702,4,435.547,1
5,4,5,0.81442684,1.755,-2.4268999,3,355.44598,1
4,4,5,0.80283207,1.311,-3.99084,3,340.431,1
5,4,5,0.82952154,-0.097000003,-3.5281701,3,342.40298,1
5,2,11,0.79530501,5.2789998,-7.9626298,4,500.55099,1
5,2,12,0.86465853,5.91576,-8.5452604,4,554.521,1
5,2,11,0.83424383,5.573,-8.2229996,4,520.96899,1
5,2,11,0.83424383,5.6100001,-8.2229996,4,520.96899,1
5,2,11,0.84462088,6.388,-8.2781,4,537.03601,1
5,2,11,0.83424383,5.573,-8.2229996,4,520.96899,1
2,2,4,0.77435625,3.06353,-3.0889499,3,292.34198,1
2,2,4,0.77435625,2.9200001,-4.7985702,3,292.34198,1
3,1,8,0.73411536,5.5739999,-6.5943398,3,382.46298,1
2,0,8,0.71372652,7.0570002,-6.7430801,3,382.483,1
2,0,6,0.72506166,5.5650001,-4.8866,3,334.439,1
3,1,10,0.73411536,5.1420002,-5.2643399,3,390.52698,1
2,0,9,0.71372652,6.8410001,-6.0780802,3,386.51498,1
2,0,10,0.71372652,6.625,-5.4130802,3,390.547,1
4,0,6,0.79347992,5.4510002,-6.39394,3,368.36899,1
2,0,4,0.79796588,2.4059999,-3.4316399,4,327.452,1
4,2,7,0.84956545,3.9790001,-8.0932503,4,436.56,1
5,0,8,0.93634683,7.16676,-10.01156,6,645.54797,1
5,0,8,0.85067177,6.66676,-9.0816402,6,580.67902,1
4,0,7,0.87159479,6.0970001,-8.4324398,6,534.526,1
4,0,8,0.84574419,6.2337599,-8.3985996,6,523.62701,1
4,0,7,0.87159479,6.0970001,-8.4324398,6,534.526,1
4,0,7,0.87159479,6.0970001,-8.4324398,6,534.526,1
5,0,8,0.78362948,4.9590001,-7.6929798,6,480.63998,1
4,0,8,0.76146716,6.7979999,-9.3616304,6,511.73801,1
4,0,8,0.84574419,6.2337599,-8.3985996,6,523.62701,1
4,0,7,0.84753281,6.5180001,-8.8106298,6,524.52002,1
4,0,7,0.81331855,5.8909998,-8.0763397,6,490.07498,1
4,0,7,0.77674758,5.2989998,-7.3420501,6,455.63,1
6,1,6,0.81056482,4.3210001,-7.6023302,6,514.65399,1
5,0,6,0.80443162,6.1459999,-7.8784199,6,514.72198,1
5,0,7,0.8617928,7.289,-9.5190201,6,619.63202,1
5,0,7,0.77703363,6.789,-8.5890999,6,554.763,1
5,1,6,0.79319137,4.803,-7.1967001,6,500.67099,1
5,0,8,0.85664892,6.0557599,-8.7808704,6,566.65198,1
5,0,8,0.7905063,6.112,-8.9534903,7,538.71997,1
5,0,7,0.83447081,6.56392,-8.6669598,6,548.66199,1
5,0,8,0.89973742,6.9856801,-9.42274,6,602.63196,1
5,0,7,0.8629899,5.9677601,-8.7194004,6,552.625,1
6,0,7,0.79694176,5.4225302,-9.1289301,7,578.745,1
5,0,7,0.79475915,5.6820002,-8.1248198,7,524.69299,1
5,0,7,0.78983963,6.2550001,-9.1143303,7,567.76196,1
7,0,7,0.83732486,3.902,-7.3137999,6,578.76196,1
5,0,6,0.797885,4.8369999,-7.8310299,6,484.62799,1
5,0,6,0.79471219,5.5739999,-8.0074396,6,498.655,1
5,0,7,0.77347839,5.711,-8.2396402,6,537.73596,1
5,0,6,0.80443162,6.0700002,-7.8784199,6,514.72198,1
5,0,7,0.83447081,6.4879198,-8.6669598,6,548.66199,1
5,0,7,0.8629899,5.8917599,-8.7194004,6,552.625,1
5,0,8,0.89973742,6.9096799,-9.42274,6,602.63196,1
5,0,7,0.8629899,5.8917599,-8.7194004,6,552.625,1
6,0,7,0.79694176,5.34653,-9.1289301,7,578.745,1
5,0,7,0.85370165,4.9307599,-7.8302798,6,551.64099,1
5,0,6,0.82300556,4.921,-7.5685301,6,518.08899,1
5,0,7,0.85370165,4.9307599,-7.8302798,6,551.64099,1
5,0,6,0.78848821,4.25,-6.7377,6,483.64398,1
5,0,6,0.95350158,6.2827601,-9.6080198,6,617.49402,1
5,0,6,0.8629899,5.7827601,-8.6780996,6,552.625,1
5,0,6,0.77715397,5.2690001,-8.0378704,6,523.70898,1
4,1,4,0.77564234,2.4849999,-4.4916301,5,402.49799,1
4,1,4,0.77564234,2.4849999,-4.4916301,5,402.49799,1
3,1,5,0.76052338,2.4979999,-4.1764798,5,415.54099,1
3,0,5,0.7670747,3.1400001,-4.4120798,5,416.52499,1
3,1,7,0.74120802,4.671,-6.0603099,5,450.586,1
4,1,7,0.78322524,3.5769999,-5.07515,5,471.629,1
3,2,8,0.74951494,4.3070002,-5.95749,5,465.60098,1
4,1,6,0.79987258,2.813,-3.9282999,4,424.569,1
5,0,4,0.7738229,2.6459999,-4.4035802,6,440.55099,1
5,0,5,0.77089792,2.813,-5.24196,6,450.54599,1
5,1,5,0.78980398,2.096,-5.1431499,6,468.561,1
5,0,6,0.78066111,2.7390001,-5.2817798,7,508.62598,1
5,0,6,0.77676016,3.181,-5.4835501,7,522.65302,1
5,0,6,0.77308255,3.6229999,-5.6853199,7,536.67999,1
6,0,6,0.78883028,2.2149999,-5.2226501,7,538.65198,1
5,1,7,0.78393614,3.105,-5.58954,7,508.62598,1
5,1,7,0.77992243,3.5469999,-5.7913098,7,522.65302,1
5,1,7,0.77613944,3.9890001,-5.9930801,7,536.67999,1
5,1,8,0.77992243,3.2709999,-5.6658702,7,522.65302,1
4,0,4,0.76296943,3.1930001,-4.7381101,6,425.53598,1
4,0,4,0.75536859,3.783,-5.0437899,6,453.59,1
4,0,4,0.75903875,3.5250001,-4.7304001,6,439.56299,1
4,0,5,0.83619291,4.1617599,-5.6264801,6,493.53299,1
4,0,4,0.76296943,3.267,-4.4170098,6,425.53598,1
5,0,4,0.77264541,3.5339999,-4.4035802,6,440.55099,1
6,0,4,0.79292065,1.8940001,-3.76337,6,427.51199,1
4,0,5,0.77030742,3.296,-4.9380202,6,442.56299,1
4,0,6,0.8163318,3.05792,-4.9137502,5,466.53198,1
4,0,6,0.76622498,3.4619999,-5.0143499,6,456.59,1
4,1,4,0.77564234,2.4460001,-4.4916301,5,402.49799,1
4,1,5,0.77095729,2.888,-4.6933999,5,416.52499,1
7,3,6,0.814053,2.28,-3.9215,5,448.52298,1
3,1,2,0.78530383,2.158,-3.1197701,4,315.41699,1
2,0,4,0.77908188,5.0079999,-4.9303498,4,339.87,1
3,0,7,0.77644944,4.5029998,-6.0562301,5,457.54898,1
5,0,6,0.78412116,4.2940001,-6.7546501,6,497.67099,1
3,1,4,0.86464006,5.6637602,-7.78158,4,489.56198,1
3,1,3,0.79432476,7.803,-6.3607702,4,367.517,1
4,3,9,0.84838438,4.3597598,-6.27598,4,503.565,1
2,0,6,0.72184128,6.915,-7.2483301,5,481.68399,1
2,0,7,0.71968263,6.9029999,-7.1923699,5,495.711,1
3,0,8,0.74837983,4.3239999,-5.31708,5,459.634,1
3,0,8,0.74221218,5.2080002,-6.03407,5,487.68799,1
2,1,4,0.74442065,2.8789999,-2.79248,3,272.392,1
3,1,10,0.7690171,5.776,-6.63131,4,491.62598,1
5,2,8,0.82843709,6.1440001,-6.1798401,4,505.48599,1
2,2,6,0.75305939,4.5190001,-6.2726998,3,344.414,1
2,2,7,0.84936661,5.1557598,-6.85533,3,398.384,1
2,2,6,0.80679125,4.8130002,-6.5330701,3,364.832,1
2,2,7,0.84936661,5.1167598,-6.85533,3,398.384,1
3,2,6,0.77412105,2.9519999,-4.5406399,3,331.375,1
3,3,7,0.73841387,3.6222701,-5.5829401,3,359.46899,1
3,3,7,0.73841387,3.6222701,-5.5829401,3,359.46899,1
1,1,6,0.69110078,6.395,-5.5871,3,315.45999,1
3,0,3,0.82259893,2.6329999,-5.7834201,4,337.354,1
2,0,9,0.70742881,4.8400002,-4.8824201,4,434.672,1
3,0,9,0.71896785,3.937,-3.7750101,4,435.66,1
2,0,9,0.70947307,4.5050001,-4.4085002,4,420.64499,1
3,0,9,0.72143918,3.678,-3.4616201,4,421.633,1
3,0,9,0.72201908,4.7049999,-4.9970398,5,471.69299,1
2,1,8,0.75361794,3.6659999,-5.7751999,4,391.51498,1
4,2,5,0.85810041,2.2720001,-4.22399,3,358.418,1
3,2,3,0.94243109,4.8590002,-6.8000202,4,463.32199,1
4,1,9,0.85676825,4.5187602,-5.7147598,4,469.46298,1
5,1,7,0.8162514,1.946,-2.7720599,3,401.53101,1
3,1,5,0.81533122,4.3800001,-5.4221702,5,426.50699,1
3,1,4,0.73191255,2.938,-3.0167401,3,288.435,1
3,1,5,0.76085824,4.2690001,-4.93185,4,350.46201,1
4,1,5,0.81979638,7.8850002,-7.4741998,4,418.496,1
4,0,6,0.758982,3.954,-5.2645898,5,413.52499,1
4,0,6,0.79778314,3.7130001,-5.5528898,5,419.55301,1
2,1,5,0.80368179,4.4920001,-7.2379298,3,335.79401,1
5,3,5,0.81077611,1.45453,-4.2550201,5,399.43298,1
5,2,4,0.89628667,4.7827601,-5.1738501,5,446.42899,1
3,0,9,0.72143918,3.602,-3.30109,4,421.633,1
2,1,7,0.81561714,2.2720001,-4.8927999,3,396.44699,1
2,1,7,0.72780979,3.9319999,-3.5032001,3,410.60599,1
2,1,5,0.76648122,3.408,-6.3264699,3,302.33301,1
1,1,4,0.81203145,4.3400002,-6.7098298,3,311.76801,1
2,1,6,0.8787412,5.14676,-7.1648698,3,361.319,1
3,2,6,0.77942777,5.243,-8.276,4,397.50198,1
5,4,5,0.82238168,1.459,-2.2664299,3,341.41901,1
3,2,4,0.7500543,3.0239999,-3.6944001,4,345.44998,1
4,4,5,0.87230557,1.92392,-4.4924102,3,376.41098,1
4,4,5,0.87230557,1.92392,-4.4924102,3,376.41098,1
4,4,5,0.80283207,1.348,-3.99084,3,340.431,1
4,4,5,0.80499339,0.86799997,-3.6628799,3,326.40399,1
4,4,5,0.81307214,0.426,-3.4611101,3,312.37698,1
5,4,5,0.82952154,-0.059999999,-3.5281701,3,342.40298,1
5,4,5,0.83865851,-0.50199997,-3.3264,3,328.37601,1
5,4,5,0.82952154,-0.059999999,-3.5281701,3,342.40298,1
4,4,5,0.80283207,1.348,-3.99084,3,340.431,1
4,4,5,0.80499339,0.86799997,-3.6628799,3,326.40399,1
4,4,5,0.81307214,0.426,-3.4611101,3,312.37698,1
4,4,6,0.80499339,0.86799997,-3.6628799,3,326.40399,1
4,4,6,0.80499339,0.86799997,-3.6628799,3,326.40399,1
6,2,8,0.88779777,1.43335,-3.7153101,4,450.46899,1
4,4,5,0.82202911,-0.016000001,-3.25934,3,298.35001,1
4,4,6,0.79766971,1.3099999,-3.86465,3,340.431,1
4,4,6,0.81819463,-0.31,-3.03492,2,286.33899,1
2,1,3,0.71607769,5.316,-5.2351298,4,363.54498,1
4,1,9,0.85676825,4.5557599,-5.8752899,4,469.46298,1
4,2,4,0.75353086,2.9000001,-3.01456,4,380.53198,1
2,1,8,0.75234073,8.3339996,-8.1099596,6,549.15796,1
2,1,5,0.74442065,2.779,-3.1604199,3,272.392,1
5,2,8,0.82843709,6.105,-6.1798401,4,505.48599,1
3,1,3,0.7335723,3.7490001,-3.34254,4,350.50598,1
3,1,3,0.7335723,3.7490001,-3.34254,4,350.50598,1
3,0,6,0.84482747,3.1110001,-4.87398,3,403.93399,1
3,1,4,0.73651057,2.642,-2.54282,3,274.40799,1
3,1,5,0.76085824,4.23,-4.93185,4,350.46201,1
4,1,5,0.81979638,7.8460002,-7.4741998,4,418.496,1
4,0,6,0.79778314,3.674,-5.5528898,5,419.55301,1
3,1,2,0.85037452,1.605,-5.6942902,3,312.349,1
3,1,3,0.74423915,2.6630001,-2.6433699,4,351.49399,1
2,2,5,0.88582999,4.9039998,-7.0550499,3,366.93701,1
4,2,5,0.85810041,2.233,-3.9105401,3,358.418,1
5,1,7,0.89242923,4.8660002,-6.0217099,4,526.48499,1
2,0,4,0.80487424,2.825,-3.0785899,3,321.85199,1
2,0,4,0.80487424,2.721,-2.95315,3,321.85199,1
2,1,5,0.76714659,4.6750002,-5.3397398,4,395.522,1
2,1,5,0.77195901,4.3400002,-4.8658199,4,381.495,1
4,0,5,0.73208869,4.1760001,-4.9006801,4,370.5,1
2,0,4,0.75775152,4.7270002,-4.8036599,4,322.47598,1
2,0,4,0.75775152,4.8470001,-4.8348598,4,322.47598,1
2,0,4,0.73906893,4.0320001,-4.7797599,4,306.409,1
4,0,6,0.74623227,4.1149998,-4.0976,5,469.633,1
4,0,6,0.758982,3.9909999,-5.11167,5,413.52499,1
