a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight,Activity_value
4,3,3,0.94351405,2.04076,-3.63151,4,369.34698,1
4,3,3,0.95897889,1.63376,-3.3043001,4,355.31998,1
4,1,1,0.85855782,2.641,-4.50071,5,355.36899,1
5,1,1,0.84144557,0.93900001,-4.05547,5,338.367,1
3,1,2,0.88785803,3.3069999,-4.5131502,4,378.44699,1
3,1,2,0.90055734,3.4230001,-5.1428399,4,379.431,1
3,1,2,0.90310848,3.836,-5.2957602,4,379.431,1
3,0,6,0.77397525,5.4499998,-5.4030299,4,369.52899,1
0,0,3,0.69144171,5.0609999,-5.3484201,3,329.46698,1
1,0,5,0.76262039,4.1339998,-4.3298202,3,342.88998,1
0,0,8,0.68914187,9.6730003,-8.8837605,5,454.63699,1
0,0,6,0.68438536,5.7529998,-4.0310001,3,302.44098,1
0,0,6,0.68914187,10.813,-10.49436,5,446.573,1
0,0,4,0.78571039,8.0769997,-7.1101799,3,363.267,1
0,0,4,0.78571039,8.151,-7.1101799,3,363.267,1
0,0,4,0.68438536,6.8930001,-5.6416001,3,294.37698,1
0,0,4,0.68438536,6.9229999,-7.69554,3,306.47299,1
0,0,4,0.78571039,8.073,-7.1101799,3,363.267,1
2,0,8,0.80590302,7.645,-7.2638202,3,423.319,1
2,0,8,0.7189424,6.461,-5.7952399,3,354.42899,1
2,0,10,0.80590302,7.2129998,-5.9338198,3,431.383,1
2,0,10,0.80590302,7.2870002,-5.9338198,3,431.383,1
2,0,10,0.7189424,6.0289998,-4.46524,3,362.49298,1
2,0,10,0.80590302,7.2090001,-5.9338198,3,431.383,1
4,0,4,0.84649587,1.1440001,-5.6246099,4,395.50699,1
5,2,9,0.83023822,1.47153,-4.7049198,4,436.53598,1
6,5,9,0.87388307,3.3559999,-7.2625999,3,510.54599,1
4,4,7,0.85595322,3.654,-7.3727498,3,452.50998,1
2,2,4,0.83962721,0.95300001,-2.7205701,1,219.21899,1
1,0,5,0.67849219,4.8790002,-7.63414,1,284.44299,1
2,0,4,0.76300234,6.1750002,-5.9865298,4,387.914,1
1,1,5,0.67849219,4.4299998,-7.3990502,1,286.45898,1
2,2,5,0.70759177,4.6290002,-7.5974302,1,300.44199,1
6,2,6,0.91338158,2.2869999,-4.42169,3,437.90399,1
2,0,0,0.74944061,2.737,-5.6196098,4,312.453,1
2,1,0,0.75654685,2.79,-3.1732199,4,329.48398,1
3,0,7,0.83858496,4.7747598,-4.72926,3,422.466,1
2,1,5,0.86429387,2.961,-3.0829101,2,255.72,1
4,1,4,0.76655686,2.77,-3.0364201,4,324.42398,1
4,1,4,0.76655686,2.77,-3.0364201,4,324.42398,1
3,2,8,0.73418283,2.6210001,-2.8122399,1,249.35399,1
2,1,3,0.84997869,3.0450001,-5.7649498,3,300.40601,1
2,1,5,0.81386214,2.7290001,-2.69367,2,237.73,1
0,1,2,0.71735448,5.171,-4.6711702,4,291.418,1
0,1,4,0.7132802,6.3410001,-6.1733298,5,367.51599,1
0,1,2,0.71735448,4.553,-4.4054298,4,291.418,1
0,1,5,0.71085036,6.4289999,-6.2347999,5,381.543,1
0,1,2,0.72616428,4.2849998,-4.2744799,4,277.39099,1
0,1,2,0.72616428,4.2849998,-4.2744799,4,277.39099,1
0,1,3,0.71590638,6.2069998,-6.2536802,5,352.48099,1
0,0,8,0.68530774,6.1999998,-5.16327,3,330.495,1
9,1,6,0.78093535,4.8169999,-9.26266,8,638.77997,1
1,1,7,0.69786114,5.7610002,-4.5584502,2,326.504,1
3,2,14,0.78509527,4.4250002,-4.1879902,1,385.59299,1
0,0,3,0.73048055,3.9749999,-3.4358101,4,263.36398,1
0,0,3,0.68800598,4.5570002,-4.24297,3,278.41901,1
2,2,2,0.8217361,1.7029999,-3.2297599,4,329.448,1
0,0,4,0.73217326,3.141,-3.20591,5,290.495,1
4,1,1,0.82347196,4.4330001,-3.8157899,5,293.40698,1
4,3,2,0.81245422,3.4419999,-4.2594299,8,414.505,1
4,2,2,0.81960845,3.4260001,-5.4148598,8,415.48898,1
2,1,1,0.79407698,2.654,-3.54706,4,312.44101,1
3,2,2,0.8217361,1.834,-3.3371601,4,328.44,1
2,2,1,0.80769533,2.3859999,-3.41611,4,298.414,1
1,1,1,0.79407698,2.523,-3.61921,4,313.44901,1
1,1,1,0.80769533,2.2550001,-3.48826,4,299.422,1
4,1,5,0.87173522,0.78200001,-1.5365,2,330.44901,1
0,0,4,0.70821416,5.2620001,-4.9211898,4,278.41901,1
0,0,4,0.70018274,4.1040001,-3.43032,3,281.423,1
0,0,4,0.70814705,3.836,-3.2993701,3,267.396,1
7,1,5,0.83043385,1.03865,-3.88764,5,372.392,1
1,0,4,0.80419999,3.7320001,-4.8597898,4,387.59201,1
4,3,2,0.79677951,3.947,-3.4935801,4,311.38098,1
3,1,1,0.76621532,3.49,-3.7388799,4,281.35498,1
3,2,0,0.78161299,3.2260001,-3.32655,4,267.328,1
3,2,2,0.76777959,3.888,-3.8227799,4,293.366,1
3,2,2,0.76777959,4.1810002,-3.85553,4,295.38199,1
1,1,3,0.7733565,3.0309999,-2.9287801,4,299.39398,1
2,1,3,0.78611785,3.352,-3.05916,4,284.35901,1
3,1,4,0.85216939,3.938,-5.1680298,5,412.94501,1
2,1,5,0.87969577,2.1819999,-2.5211301,2,243.709,1
2,1,6,0.84534222,3.7720001,-4.47649,2,304.75198,1
5,1,2,0.89976859,1.70612,-4.4565501,4,360.34299,1
3,1,2,0.88894737,1.4069999,-3.1572499,3,308.30701,1
4,0,6,0.8221907,4.4679999,-5.5108299,5,483.55899,1
4,0,8,0.82194376,3.714,-5.08389,4,457.521,1
4,0,8,0.82194376,3.714,-5.08389,4,457.521,1
4,0,8,0.81598091,4.1360002,-5.1602201,4,471.54797,1
2,1,1,0.9138751,3.277,-4.2894902,4,335.30399,1
2,1,1,0.79326856,3.95,-3.51647,3,287.78998,1
3,2,3,0.75097013,3.7119999,-2.91646,3,295.38199,1
3,3,1,0.77579689,2.7820001,-2.2892799,3,255.317,1
4,1,1,0.82347196,4.4330001,-3.8157899,5,293.40698,1
2,1,3,0.75428224,3.9920001,-3.75526,4,280.371,1
0,0,0,0.70950943,4.5949001,-5.6115198,4,190.245,1
4,2,8,0.92181361,3.8269999,-4.97365,3,446.36899,1
3,0,6,0.76550144,4.4000001,-4.3387198,3,324.39899,1
3,1,10,0.87754172,3.2307601,-3.0933499,1,318.33899,1
4,1,7,0.9535085,1.23176,-2.5090799,2,312.25101,1
2,0,4,0.70509475,3.8640001,-3.4607201,3,278.39899,1
4,0,8,0.76279211,3.575,-4.8424101,4,435.56799,1
1,0,5,0.70524323,5.9450002,-5.0317798,3,318.44,1
1,0,5,0.70524323,5.869,-4.8712502,3,318.44,1
1,2,2,0.72616428,4.2849998,-4.2988701,4,276.383,1
4,5,3,0.76316583,3.7390001,-4.74684,6,397.526,1
4,4,3,0.77003455,4.0479999,-5.12254,6,398.50998,1
4,4,3,0.77003455,4.0479999,-5.12254,6,398.50998,1
3,4,3,0.78425288,4.684,-5.9717798,6,414.577,1
2,0,5,0.83520389,4.776,-4.3612599,3,369.336,1
3,0,5,0.84241337,4.9710002,-4.8545098,4,425.39999,1
2,0,5,0.83520389,4.776,-4.3612599,3,369.336,1
2,0,5,0.83520389,4.776,-4.3612599,3,369.336,1
2,0,5,0.84403175,4.2129998,-4.1594901,3,355.30899,1
3,0,7,0.8773635,2.6229999,-3.6975801,3,414.33298,1
2,1,4,0.84207147,4.0949998,-4.2245402,3,291.75299,1
2,1,7,0.79056662,4.1090002,-4.2570901,2,300.789,1
0,0,11,0.71181864,6.3769999,-6.0327601,1,320.92798,1
4,0,6,0.81318778,4.2010002,-5.4533901,5,467.99698,1
4,0,6,0.80770099,4.6430001,-5.65516,5,482.02399,1
2,0,6,0.76073658,5.8759999,-4.9825201,3,343.89798,1
2,0,4,0.77558374,5.8010001,-5.0059199,4,341.88199,1
0,0,6,0.75806081,11.997,-11.96294,5,515.46301,1
5,0,8,0.83076978,3,-5.1648402,4,457.96201,1
0,0,12,0.70905191,6.3629999,-5.98526,1,336.97098,1
4,4,3,0.77488613,3.6059999,-4.9207702,6,384.483,1
5,2,12,0.77835304,5.3877401,-6.2658701,4,495.63898,1
3,1,5,0.81365848,5.0500002,-5.5521102,4,488.59399,1
3,1,5,0.78817868,4.8969998,-5.2571301,4,470.60397,1
4,0,6,0.8221907,4.3920002,-5.5108299,5,483.55899,1
4,0,8,0.82194376,3.638,-5.08389,4,457.521,1
4,0,8,0.82194376,3.638,-5.08389,4,457.521,1
3,1,3,0.86525309,4.2979999,-4.90978,4,384.81699,1
3,0,5,0.78004909,4.4000001,-4.6693702,4,394.48999,1
4,1,5,0.82349133,2.5569999,-4.4328899,4,395.43399,1
3,1,7,0.86775553,4.9777598,-5.1406398,3,409.42297,1
3,1,6,0.79462498,3.3280001,-4.2673898,4,395.478,1
4,0,8,0.78281927,3.392,-4.4158401,4,434.51498,1
4,0,6,0.80170351,3.7620001,-5.01408,5,451.54199,1
4,0,6,0.79647863,4.204,-5.2158499,5,465.569,1
4,0,8,0.79477781,3.45,-4.7889099,4,439.53098,1
4,0,8,0.79477781,3.45,-4.7889099,4,439.53098,1
4,0,8,0.80024511,2.9879999,-4.4617,4,425.504,1
4,0,8,0.78969026,3.872,-4.8652401,4,453.55798,1
2,0,7,0.77706599,6.9120002,-5.9057899,4,385.49799,1
3,2,7,0.80851978,4.0599999,-4.6472201,3,328.362,1
3,0,10,0.76399654,5.9310002,-5.8347001,4,450.573,1
3,1,3,0.81849611,3.4595301,-3.8642299,4,350.37198,1
1,1,4,0.89010602,4.7410002,-5.09727,3,338.21298,1
2,2,7,0.75106448,1.092,-1.8042001,1,235.33099,1
2,1,6,0.74979341,4.9099998,-4.6270199,5,414.55298,1
5,4,16,0.75731605,4.7649999,-3.8279901,2,415.57401,1
5,2,7,0.8027935,6.5689998,-7.33182,5,473.59299,1
3,2,6,0.73740381,4.5689998,-3.86691,3,339.479,1
4,4,6,0.78149647,2.836,-2.35552,2,287.35898,1
2,2,6,0.72460687,10.197,-9.7704601,5,478.57098,1
3,2,5,0.74150932,4.2309999,-3.79058,3,325.452,1
3,3,7,0.73993611,4.0479999,-3.2464499,2,299.414,1
4,4,7,0.77462417,3.6659999,-2.4593501,2,301.38599,1
4,1,5,0.83349997,3.783,-4.0061102,5,456.53699,1
4,0,5,0.77368009,1.1950001,-2.1870601,4,329.444,1
2,1,1,0.73543942,4.3579998,-4.1602898,4,277.367,1
1,2,2,0.73380822,5.059,-4.8512502,5,302.42099,1
0,1,3,0.72250438,6.9809999,-6.8060598,6,378.51898,1
0,0,0,0.70534575,4.9120002,-6.4700198,4,202.256,1
4,3,2,0.84723121,2.2390001,-3.08742,4,283.35901,1
5,3,2,0.87019676,1.057,-3.5388999,4,284.34698,1
4,3,2,0.85949928,1.7970001,-2.8856499,4,269.332,1
3,2,4,0.98575228,4.2745199,-4.5315499,3,378.31598,1
5,3,10,0.87364203,3.33776,-4.63341,4,520.552,1
2,1,6,0.72293788,4.0320001,-3.6041501,2,288.435,1
3,4,3,0.74959069,5.4559999,-6.5255599,6,396.53799,1
4,4,3,0.76316583,4.223,-5.2674198,6,397.526,1
4,4,3,0.76316583,4.224,-5.2674198,6,397.526,1
5,4,3,0.77708799,3.34306,-3.97808,6,398.51398,1
3,3,3,0.75632524,5.7649999,-6.9012599,6,397.522,1
2,0,2,0.7410357,3.6949999,-4.55371,4,271.323,1
0,0,3,0.71977192,4.5050001,-4.72332,3,262.29199,1
0,0,6,0.75806081,12.071,-11.96294,5,515.46301,1
3,1,2,1.0982282,2.7590001,-4.2853899,3,416.28299,1
2,0,2,0.72132814,3.5039999,-3.69082,3,230.26999,1
5,5,14,0.79684287,4.1269999,-5.8301702,4,589.71301,1
4,1,6,0.86745501,4.1457601,-4.8335199,4,405.42398,1
2,0,8,0.71266305,10.799,-10.59512,5,506.625,1
4,3,5,0.8338871,3.41606,-5.40451,4,385.90298,1
2,1,0,0.74818099,3.2920001,-3.21205,4,257.37698,1
5,3,2,0.83400834,1.9859999,-2.7298999,6,357.44998,1
0,0,0,0.70534575,5.0739999,-6.4700198,4,202.256,1
0,0,0,0.69086623,4.348,-5.1406398,3,178.23399,1
1,1,7,0.80096358,3.1919999,-3.76033,2,272.30399,1
1,1,2,0.82790506,5.4619999,-5.13728,3,306.23599,1
0,0,15,0.70840287,10.244,-9.0929203,4,512.78601,1
2,1,5,0.77465796,2.8989999,-2.70855,3,272.34799,1
4,0,7,0.77628183,2.9649999,-4.1571298,4,393.487,1
2,0,7,0.70864463,5.448,-5.7698002,3,331.45898,1
4,0,4,0.77193505,4.8210001,-6.2214599,6,426.51599,1
3,2,1,0.81931216,1.303,-2.00951,2,160.17999,1
3,2,8,0.75741625,3.2780001,-4.5919299,4,419.573,1
5,2,9,0.83652711,1.131,-2.8501401,3,421.56598,1
5,1,3,0.88321543,4.1539998,-3.98032,3,288.33099,1
3,0,9,0.77897209,7.4359999,-7.7653799,6,538.64398,1
3,0,11,1.097048,8.1879997,-9.0343504,3,645.31897,1
7,1,5,0.8384077,0.97974002,-5.05583,5,451.483,1
6,1,8,0.80203271,2.17748,-3.3469,3,345.39499,1
3,1,8,0.77631474,5.2540002,-5.1402798,4,381.54401,1
5,1,8,0.81815499,2.8134799,-4.3179202,3,361.46201,1
0,0,6,0.68681228,11.405,-11.4422,5,474.62698,1
3,2,7,0.73961234,4.0139999,-3.8903601,3,325.452,1
4,1,5,0.81829011,3.6159999,-6.0409899,5,465.98499,1
3,2,10,0.87729424,3.4367599,-4.90415,3,451.46399,1
4,2,12,0.84624863,2.3110001,-4.58464,3,473.569,1
4,1,7,0.76051658,3.5190001,-4.92946,4,392.49899,1
5,1,7,0.9057653,3.289,-7.2782602,4,453.966,1
5,1,5,0.92237127,2.5409999,-5.83464,3,413.901,1
5,0,6,0.7891534,0.80900002,-3.7943399,4,385.51199,1
4,0,5,0.78151357,1.888,-3.9365799,4,385.508,1
2,1,2,0.73760659,3.954,-3.7082801,4,283.41501,1
1,0,3,0.68800598,5.322,-5.37005,3,281.44299,1
1,1,3,0.82802182,5.0139999,-4.8298001,2,286.246,1
2,1,4,0.76131779,4.3610001,-4.18221,5,345.53101,1
4,1,9,0.80308747,5.4409199,-4.1974301,4,473.612,1
4,2,14,0.74899626,3.891,-5.3335099,2,390.56799,1
3,1,6,0.72401863,3.5039999,-3.37907,3,310.44098,1
1,0,8,0.68965238,5.1550002,-4.76408,2,310.461,1
1,0,6,0.69161421,4.4840002,-4.40416,2,296.43399,1
2,0,6,0.75686222,6.1269999,-5.9346399,4,404.504,1
2,0,8,0.6966514,6.698,-6.83044,3,371.52399,1
3,1,6,0.73740381,4.4710002,-3.99088,3,337.46298,1
4,0,8,0.75514895,3.2539999,-4.20748,4,422.573,1
3,1,8,0.77007657,6.3520002,-5.9552002,4,477.048,1
3,2,6,0.73740381,4.375,-4.03971,3,335.44699,1
2,1,6,0.9022463,6.9819999,-6.2641702,5,508.44699,1
2,1,6,0.76700616,4.9229999,-5.3625998,4,406.957,1
3,0,10,0.71041346,5.625,-5.24474,4,414.59299,1
3,1,7,0.7343508,3.52774,-3.22225,2,271.35999,1
3,1,5,0.78579724,2.402,-2.5027499,3,289.375,1
3,1,9,0.77399701,5.5809999,-7.87008,5,528.09998,1
5,1,11,0.79298562,4.1325302,-7.9700198,6,595.151,1
2,1,5,0.71755391,5.0089998,-4.1840801,3,301.474,1
2,0,6,0.70120901,4.0780001,-3.64079,2,269.388,1
2,0,6,0.70415747,3.7820001,-3.1668701,2,255.36099,1
2,0,6,0.70415747,3.7820001,-3.1668701,2,255.36099,1
6,3,5,0.82276809,2.707,-5.1935701,8,583.68896,1
4,3,14,0.78765947,5.6739998,-5.9446301,3,508.147,1
3,0,11,0.74455833,3.92974,-3.85497,2,333.47198,1
3,0,6,0.7649492,3.586,-3.86461,3,317.42899,1
3,1,3,0.75641912,3.4200001,-4.16011,5,390.52698,1
5,1,12,0.76094961,6.2670002,-7.0243201,5,552.69,1
4,2,11,0.75120527,3.5420001,-3.5448401,2,341.45099,1
4,1,10,0.74187636,5.1199999,-5.40312,4,443.58698,1
5,1,12,0.73955327,6.0770001,-6.7293401,5,534.70001,1
4,1,10,0.74700707,4.3319998,-5.4913201,4,458.60199,1
4,2,11,0.75120527,3.5420001,-3.5448401,2,341.45099,1
2,1,3,0.78228438,1.949,-2.26841,3,260.33701,1
3,1,11,0.81074387,4.276,-5.6592498,3,479.53299,1
5,4,16,0.81759554,2.54353,-4.2687502,3,555.10297,1
3,1,8,0.82565629,4.2129998,-5.7505298,4,486.44699,1
3,1,7,0.83179635,3.7709999,-5.5487599,4,472.41998,1
1,1,5,0.83237612,4.3330002,-4.5408802,3,321.25101,1
2,2,5,0.7268436,3.0020001,-3.2841301,3,263.34399,1
2,0,2,0.78563696,4.6529999,-5.1343298,3,267.35599,1
2,1,4,0.73107064,4.5739999,-5.0731502,4,289.37799,1
2,0,8,0.76119322,4.5430002,-4.1935401,2,303.83301,1
3,0,5,0.82199198,2.668,-3.7669599,4,371.87198,1
2,1,3,0.71875376,4.428,-3.99316,5,346.51801,1
2,0,4,0.78530771,4.6729999,-4.45643,4,325.84299,1
3,0,5,0.82952458,5.138,-5.20647,5,415.98898,1
2,0,5,0.70674258,4.9260001,-4.0268798,4,320.47998,1
2,0,5,0.70674258,4.9260001,-4.0268798,4,320.47998,1
2,0,2,0.86545664,2.9777601,-3.1154399,4,334.345,1
2,0,5,0.70193475,5.8099999,-4.4304199,4,348.534,1
2,0,5,0.70193475,5.8099999,-4.4304199,4,348.534,1
5,0,3,0.8089723,2.49453,-3.8434601,5,380.51999,1
5,0,3,0.8089723,2.55,-5.58428,5,380.51999,1
3,2,3,0.8030715,2.9070001,-4.6025901,4,326.83099,1
3,2,3,0.99848056,3.5050001,-4.8598199,4,418.28198,1
4,1,2,0.86464632,0.109,-1.80276,3,277.34799,1
1,0,0,0.70054173,4.809,-4.0636902,4,287.40601,1
2,0,0,0.77937341,3.3380001,-3.75736,4,309.43298,1
5,0,4,0.77904028,5.006,-8.7260103,7,520.633,1
2,2,1,0.76365429,2.362,-1.67269,3,230.31099,1
4,0,5,0.81569231,2.756,-3.9858999,4,443.63599,1
2,0,4,0.80829716,4.1490002,-4.6208801,4,373.952,1
1,0,3,0.71590638,5.4510002,-6.0173101,5,352.48099,1
1,1,3,0.73048055,3.4979999,-3.4602001,4,262.35599,1
2,0,1,0.79657876,2.303,-3.37272,5,282.34299,1
4,0,3,0.81302434,1.612,-4.4732499,5,322.36798,1
4,0,3,0.81371593,1.096,-4.4732499,5,322.36798,1
1,2,2,0.72616428,4.2849998,-4.2988701,4,276.383,1
4,2,3,0.804708,2.0769999,-4.5503001,5,360.42099,1
3,0,2,0.76468986,2.8050001,-3.62186,5,336.435,1
3,0,8,0.76276034,5.4689999,-5.2499099,4,411.61398,1
3,0,6,0.77525496,5.3189998,-5.1478701,5,409.59799,1
4,0,6,0.76596361,3.1489999,-3.26614,5,408.54599,1
3,3,1,0.85537279,2.187,-2.0344801,3,247.31799,1
3,1,3,0.79530543,3.2219999,-3.5193,4,298.36099,1
4,2,3,0.78455639,2.799,-2.86237,4,296.37,1
3,1,3,0.75428224,3.0710001,-3.2243199,4,280.371,1
1,1,1,0.70404804,3.2709999,-3.4758699,3,223.319,1
1,1,1,0.74367625,2.198,-3.1962399,3,213.28,1
2,1,5,0.84367943,3.5209999,-3.3714399,2,287.23401,1
2,0,4,0.86298776,3.8699999,-3.3718901,2,317.22998,1
2,1,3,0.7829771,2.198,-2.2557001,4,292.34198,1
2,0,6,0.88920999,5.4580002,-5.76442,3,381.69,1
2,0,2,0.7487492,4.086,-4.8552899,4,272.30701,1
3,1,8,0.95481801,4.95542,-6.3025699,3,455.33499,1
3,2,9,0.96227884,5.5774202,-5.6897702,2,432.31598,1
4,2,4,0.77448982,4.474,-5.7161698,5,388.539,1
4,1,2,0.80768132,2.665,-4.7586699,5,361.401,1
4,2,4,0.7734496,3.8039999,-5.0276599,4,344.418,1
3,1,2,0.82363826,3.8559999,-5.3457499,5,363.392,1
4,1,2,0.79486316,3.5710001,-5.4442902,5,389.45499,1
4,1,4,0.79674703,4.0840001,-6.2472501,6,415.49298,1
4,1,5,0.87474322,4.4697599,-6.2764001,5,457.452,1
4,1,2,0.80258304,3.8629999,-5.5440202,6,401.466,1
3,1,2,0.78979623,3.668,-5.0507698,5,345.40198,1
4,1,2,0.80768132,2.7019999,-4.7898698,5,361.401,1
4,1,2,0.82283705,3.3380001,-5.76089,5,377.46799,1
3,1,4,0.74791902,4.1139998,-5.3896098,4,328.41901,1
3,1,5,0.81380785,6.1989198,-7.47225,5,468.48199,1
6,1,6,0.79821765,1.9119999,-4.9611101,5,496.57498,1
6,1,6,0.79821765,1.9119999,-4.9611101,5,496.57498,1
5,1,6,0.79106706,2.5120001,-4.8390198,5,481.56,1
6,1,7,0.7936281,2.382,-4.8796401,5,506.56998,1
6,1,6,0.79476458,1.874,-4.8349199,5,496.57498,1
6,1,7,0.7936281,2.131,-5.0637598,5,506.56998,1
5,1,6,0.78757131,2.474,-4.7128301,5,481.56,1
6,1,5,0.80459356,1.424,-5.37292,5,472.55298,1
2,2,6,0.82750577,3.421,-4.1923299,2,316.332,1
2,1,4,0.77542257,7.2779999,-6.2701998,3,307.42099,1
4,0,7,0.7460795,3.7320001,-3.45188,4,419.569,1
4,0,5,0.86766857,1.094,-3.0023301,4,414.41599,1
5,1,6,0.77622557,2.892,-4.8186998,5,467.577,1
5,3,8,0.816199,3.6600001,-6.27456,4,493.63199,1
7,5,10,0.84511882,3.165,-6.2704,4,537.64099,1
6,0,7,0.80837953,9.6999998,-12.26891,7,648.771,1
5,0,6,0.78260273,7.7410002,-9.6328201,5,487.58701,1
5,0,6,0.82141316,8.0349998,-9.8931904,5,508.005,1
5,0,6,0.77420509,4.4070001,-4.9454799,5,433.552,1
5,0,6,0.81871992,4.7010002,-5.2058501,5,453.97,1
4,1,5,0.8117274,3.9030001,-4.2685299,4,367.42398,1
5,1,6,0.81434679,3.559,-4.67839,5,464.54099,1
5,1,6,0.80028582,3.9530001,-4.3908401,5,436.53098,1
5,0,6,0.80696088,4.2620001,-4.7665401,5,437.51498,1
4,1,5,0.82176846,4.125,-4.37463,4,368.40799,1
3,1,2,0.84698945,2,-4.6470499,2,245.306,1
4,1,6,0.82150149,3.086,-5.7785802,4,422.45599,1
5,1,6,0.85490435,5.3299999,-8.1819601,5,529.383,1
3,2,9,0.77384043,5.2800002,-5.7371101,4,465.61298,1
3,0,6,0.87110776,3.152,-3.91447,3,382.29099,1
1,0,2,0.84472406,4.9510002,-4.73419,3,287.72098,1
5,0,5,0.77417922,3.006,-5.2033,6,467.573,1
4,0,10,0.80158395,3.905,-4.9678102,4,529.09998,1
2,1,4,0.74442065,2.6070001,-3.42781,3,268.35999,1
2,1,4,0.7393595,3.049,-3.62958,3,282.38699,1
2,0,10,0.85994923,3.0580001,-4.9190302,2,373.36499,1
2,2,10,0.95068836,5.2785201,-6.1789098,3,472.38498,1
3,1,7,0.75130546,4.9180002,-4.8431301,5,416.569,1
4,1,9,0.78427893,4.1129999,-4.4651499,5,523.69696,1
4,1,8,0.79782134,2.9119999,-3.8598399,5,481.616,1
5,1,8,0.79568982,3.0220001,-4.7217698,6,517.65302,1
5,1,8,0.79568982,3.12853,-3.3026299,6,517.65302,1
2,1,4,0.87439215,7.2649999,-8.6713305,4,475.80298,1
3,2,5,0.77414691,4.6539998,-6.2564101,6,466.58499,1
2,1,4,0.87439215,7.2649999,-8.6713305,4,475.80298,1
7,3,9,0.85296708,2.6789999,-4.6546001,5,544.04797,1
4,0,6,0.81250262,2.1830001,-3.22402,4,403.49799,1
4,0,6,0.81250262,2.22,-3.22402,4,403.49799,1
5,2,10,0.83190441,2.484,-4.8299699,4,529.68097,1
3,2,6,0.81600726,2.602,-4.8312602,5,461.59,1
4,0,5,0.83134907,2.602,-5.35076,5,380.47198,1
4,0,6,0.82384402,2.6900001,-5.41223,5,394.49899,1
5,0,7,0.83944225,2.3859999,-5.4275799,5,410.49799,1
4,0,5,0.82384402,2.4920001,-5.30165,5,394.49899,1
4,0,6,0.81693006,2.5799999,-5.3631201,5,408.526,1
5,0,7,0.83208084,2.276,-5.3784699,5,424.52499,1
4,2,4,0.79898381,3.1949999,-4.3681502,4,364.42398,1
3,3,6,0.90357,2.3157599,-4.1326699,2,370.375,1
3,3,6,0.91642469,1.98276,-3.6587501,2,356.34799,1
5,3,7,0.78554118,1.66,-4.8896599,4,417.513,1
4,4,4,0.77142429,3.5799999,-5.0538402,6,439.56299,1
3,2,6,0.8103658,3.0439999,-5.03303,5,475.617,1
3,2,6,0.81600726,2.602,-4.8312602,5,461.59,1
3,2,6,0.8103658,3.0439999,-5.03303,5,475.617,1
3,0,5,0.77816838,2.6029999,-3.7318201,5,388.47098,1
3,2,6,0.8103658,3.5,-5.2839098,5,475.617,1
5,0,8,0.86185724,4.0300002,-5.6045799,5,531.44,1
2,1,7,0.88647544,3.57076,-5.53475,4,473.45499,1
4,0,7,0.77785677,2.697,-4.1374402,5,492.63898,1
5,0,7,0.81587279,4.2329998,-5.1371498,5,495.02298,1
5,0,7,0.80507296,3.7939999,-4.6978402,5,478.56799,1
4,0,8,0.8108927,3.9389999,-4.8832502,4,468.548,1
6,0,8,0.86615032,2.46176,-3.92643,5,517.55597,1
5,1,9,0.81137341,1.913,-4.5461302,4,465.52899,1
4,2,2,0.78995633,2.092,-4.1700802,5,491.63599,1
6,0,7,0.79788524,4.6440001,-7.5036998,6,542.70801,1
3,1,3,0.85882986,3.743,-3.9970901,3,316.30701,1
4,1,5,0.92342448,2.9230001,-4.3878102,3,390.28101,1
3,2,9,0.76600504,1.0549999,-2.2927699,1,277.36798,1
5,1,5,0.84290624,0.81,-3.75788,4,364.36099,1
4,3,7,0.84559524,1.911,-4.2582302,4,379.39899,1
4,3,7,0.8127175,1.723,-3.9632499,4,361.409,1
4,3,8,0.81361485,2.0739999,-4.8916502,5,387.44699,1
5,3,7,0.82952142,0.89499998,-3.0163701,4,362.397,1
4,3,7,0.83739388,2.3529999,-4.46,4,393.42599,1
4,3,7,0.80578792,2.165,-4.16502,4,375.436,1
4,1,6,0.82138085,3.852,-6.0620599,5,408.526,1
4,1,7,0.81478781,3.9400001,-6.1235299,5,422.55298,1
5,1,8,0.82949758,3.6359999,-6.1388798,5,438.552,1
2,1,4,0.87355179,1.478,-2.66452,1,211.64799,1
4,2,7,0.86537933,3.612,-5.62396,3,412.44098,1
4,2,7,0.83492678,3.4590001,-5.32898,3,394.45099,1
3,1,8,0.75876456,4.8730001,-5.1155901,5,456.59,1
5,1,5,0.81163442,3.33553,-4.2031698,5,436.58398,1
4,2,7,0.82916176,2.5239999,-5.6757598,4,437.47098,1
4,2,7,0.79653817,5.0190001,-6.1468601,5,491.61099,1
3,1,6,0.79037887,4.1339998,-4.5869098,5,420.58099,1
3,1,6,0.79037887,4.1339998,-4.5869098,5,420.58099,1
4,2,6,0.81589276,2.4579999,-4.1719098,5,371.40399,1
4,1,8,0.77276731,5.546,-6.8705702,5,524.64001,1
4,1,8,0.78474528,7.1149998,-8.49858,6,563.10101,1
4,1,8,0.77512085,6.6760001,-8.0592699,6,546.646,1
5,1,8,0.76868439,5.4400001,-6.6354499,6,536.67596,1
4,1,8,0.79639465,6.8639998,-8.35425,6,564.63599,1
3,1,8,0.77779257,6.1760001,-7.68396,5,487.047,1
4,1,8,0.80509657,5.7610002,-7.0087399,5,516.59198,1
4,1,8,0.80481386,2.346,-4.25559,4,476.686,1
4,2,10,0.80759114,2.5669999,-4.0782499,3,444.60001,1
