a_acc,a_don,b_rotN,density,logP(o/w),logS,rings,Weight
14,11,9,1.1429965,-4.7210002,-0.84095001,3,546.21899
8,3,12,0.90635473,0.77499998,-4.3290801,3,539.453
8,3,13,0.92683619,1.33,-4.6623602,3,571.46997
13,10,11,1.0541545,-0.55864,-4.04777,4,717.28101
6,4,3,0.84506428,1.223,-3.95485,5,434.448
14,10,10,1.0625057,-0.41064,-5.0352602,5,745.29102
14,10,11,1.0669976,-0.77664,-5.1015701,4,731.26398
13,9,12,1.0084885,-1.617,-3.0609901,4,664.39001
13,9,14,0.98856288,-0.662,-3.5899701,4,692.44397
14,9,15,0.99658543,-1.94726,-3.20363,4,708.44299
13,9,14,0.96503603,0.171,-4.8288898,5,740.48798
9,3,13,0.91461378,0.898,-3.8538401,3,573.51099
9,3,13,0.91461378,0.898,-3.8538401,3,573.51099
9,3,13,0.91461378,0.898,-3.8538401,3,573.51099
9,3,13,0.91461378,0.898,-3.8538401,3,573.51099
9,3,13,0.91461378,0.898,-3.8538401,3,573.51099
9,3,13,0.91461378,0.898,-3.8538401,3,573.51099
9,3,13,0.91461378,0.93699998,-3.8538401,3,573.51099
9,3,13,0.91461378,0.93699998,-3.8538401,3,573.51099
9,3,13,0.91461378,0.93699998,-3.8538401,3,573.51099
9,3,13,0.91461378,0.93699998,-3.8538401,3,573.51099
9,3,13,0.91461378,0.93699998,-3.8538401,3,573.51099
9,3,13,0.91461378,0.93699998,-3.8538401,3,573.51099
10,4,13,0.90855539,0.039999999,-3.20116,3,556.50897
10,4,13,0.90855539,0.039999999,-3.20116,3,556.50897
10,4,13,0.90855539,0.039999999,-3.20116,3,556.50897
10,4,13,0.90855539,0.039999999,-3.20116,3,556.50897
10,4,13,0.90855539,0.039999999,-3.20116,3,556.50897
10,4,13,0.90855539,0.039999999,-3.20116,3,556.50897
9,3,14,0.95907009,1.3777601,-4.4972901,3,609.49097
9,3,14,0.95907009,1.3777601,-4.4972901,3,609.49097
9,3,14,0.95907009,1.3777601,-4.4972901,3,609.49097
9,3,14,0.95907009,1.3777601,-4.4972901,3,609.49097
9,3,14,0.95907009,1.3777601,-4.4972901,3,609.49097
9,3,14,0.95907009,1.3777601,-4.4972901,3,609.49097
9,3,14,0.98063219,1.56776,-4.7922702,3,627.48096
9,3,14,0.98063219,1.56776,-4.7922702,3,627.48096
9,3,14,0.98063219,1.56776,-4.7922702,3,627.48096
9,3,14,0.98063219,1.56776,-4.7922702,3,627.48096
9,3,14,0.98063219,1.56776,-4.7922702,3,627.48096
9,3,14,0.98063219,1.56776,-4.7922702,3,627.48096
10,3,13,0.98122686,1.0897599,-4.40201,4,623.474
10,3,13,0.98122686,1.0897599,-4.40201,4,623.474
10,3,13,0.98122686,1.0897599,-4.40201,4,623.474
10,3,13,0.98122686,1.0897599,-4.40201,4,623.474
10,3,13,0.98122686,1.0897599,-4.40201,4,623.474
10,3,13,0.98122686,1.0897599,-4.40201,4,623.474
10,3,13,0.98122686,1.12876,-4.40201,4,623.474
10,3,13,0.98122686,1.12876,-4.40201,4,623.474
10,3,13,0.98122686,1.12876,-4.40201,4,623.474
10,3,13,0.98122686,1.12876,-4.40201,4,623.474
10,3,13,0.98122686,1.12876,-4.40201,4,623.474
10,3,13,0.98122686,1.12876,-4.40201,4,623.474
9,3,14,0.95907009,1.41676,-4.4972901,3,609.49097
9,3,14,0.95907009,1.41676,-4.4972901,3,609.49097
9,3,14,0.95907009,1.41676,-4.4972901,3,609.49097
9,3,14,0.95907009,1.41676,-4.4972901,3,609.49097
9,3,14,0.95907009,1.41676,-4.4972901,3,609.49097
9,3,14,0.95907009,1.41676,-4.4972901,3,609.49097
8,2,13,0.9040032,1.778,-4.4788499,3,542.54999
8,2,13,0.9040032,1.778,-4.4788499,3,542.54999
8,2,13,0.9040032,1.778,-4.4788499,3,542.54999
8,2,13,0.9040032,1.778,-4.4788499,3,542.54999
8,2,13,0.9040032,1.778,-4.4788499,3,542.54999
8,2,13,0.9040032,1.778,-4.4788499,3,542.54999
8,2,13,0.92755365,1.9680001,-4.7738299,3,560.53998
8,2,13,0.92755365,1.9680001,-4.7738299,3,560.53998
8,2,13,0.92755365,1.9680001,-4.7738299,3,560.53998
8,2,13,0.92755365,1.9680001,-4.7738299,3,560.53998
8,2,13,0.92755365,1.9680001,-4.7738299,3,560.53998
8,2,13,0.92755365,1.9680001,-4.7738299,3,560.53998
8,2,13,0.93535674,2.4070001,-5.21314,3,576.995
8,2,13,0.93535674,2.4070001,-5.21314,3,576.995
8,2,13,0.93535674,2.4070001,-5.21314,3,576.995
8,2,13,0.93535674,2.4070001,-5.21314,3,576.995
8,2,13,0.93535674,2.4070001,-5.21314,3,576.995
8,2,13,0.93535674,2.4070001,-5.21314,3,576.995
9,2,12,0.92786783,1.49,-4.3835702,4,556.53302
9,2,12,0.92786783,1.49,-4.3835702,4,556.53302
9,2,12,0.92786783,1.49,-4.3835702,4,556.53302
9,2,12,0.92786783,1.49,-4.3835702,4,556.53302
9,2,12,0.92786783,1.49,-4.3835702,4,556.53302
9,2,12,0.92786783,1.49,-4.3835702,4,556.53302
9,2,12,0.92786783,1.529,-4.3835702,4,556.53302
9,2,12,0.92786783,1.529,-4.3835702,4,556.53302
9,2,12,0.92786783,1.529,-4.3835702,4,556.53302
9,2,12,0.92786783,1.529,-4.3835702,4,556.53302
9,2,12,0.92786783,1.529,-4.3835702,4,556.53302
9,2,12,0.92786783,1.529,-4.3835702,4,556.53302
8,3,12,0.93793601,1.122,-5.2059498,4,569.53198
8,3,12,0.93793601,1.122,-5.2059498,4,569.53198
8,3,12,0.93793601,1.122,-5.2059498,4,569.53198
8,3,12,0.93793601,1.122,-5.2059498,4,569.53198
8,3,12,0.93793601,1.122,-5.2059498,4,569.53198
8,3,12,0.93793601,1.122,-5.2059498,4,569.53198
8,2,13,0.92755365,2.01,-4.8680902,3,560.53998
8,2,13,0.92755365,2.01,-4.8680902,3,560.53998
8,2,13,0.92755365,2.01,-4.8680902,3,560.53998
8,2,13,0.92755365,2.01,-4.8680902,3,560.53998
8,2,13,0.92755365,2.01,-4.8680902,3,560.53998
8,2,13,0.92755365,2.01,-4.8680902,3,560.53998
8,3,12,0.96066952,1.354,-5.59519,4,587.52197
8,3,12,0.96066952,1.354,-5.59519,4,587.52197
8,3,12,0.96066952,1.354,-5.59519,4,587.52197
8,3,12,0.96066952,1.354,-5.59519,4,587.52197
8,3,12,0.96066952,1.354,-5.59519,4,587.52197
8,3,12,0.96066952,1.354,-5.59519,4,587.52197
8,2,13,0.9578318,2.6389999,-5.6023798,3,594.98499
8,2,13,0.9578318,2.6389999,-5.6023798,3,594.98499
8,2,13,0.9578318,2.6389999,-5.6023798,3,594.98499
8,2,13,0.9578318,2.6389999,-5.6023798,3,594.98499
8,2,13,0.9578318,2.6389999,-5.6023798,3,594.98499
8,2,13,0.9578318,2.6389999,-5.6023798,3,594.98499
8,2,13,0.95060831,2.2,-5.1630702,3,578.52997
8,2,13,0.95060831,2.2,-5.1630702,3,578.52997
8,2,13,0.95060831,2.2,-5.1630702,3,578.52997
8,2,13,0.95060831,2.2,-5.1630702,3,578.52997
8,2,13,0.95060831,2.2,-5.1630702,3,578.52997
8,2,13,0.95060831,2.2,-5.1630702,3,578.52997
9,2,12,0.95105642,1.722,-4.77281,4,574.52301
9,2,12,0.95105642,1.722,-4.77281,4,574.52301
9,2,12,0.95105642,1.722,-4.77281,4,574.52301
9,2,12,0.95105642,1.722,-4.77281,4,574.52301
9,2,12,0.95105642,1.722,-4.77281,4,574.52301
9,2,12,0.95105642,1.722,-4.77281,4,574.52301
9,2,12,0.95105642,1.761,-4.77281,4,574.52301
9,2,12,0.95105642,1.761,-4.77281,4,574.52301
9,2,12,0.95105642,1.761,-4.77281,4,574.52301
9,2,12,0.95105642,1.761,-4.77281,4,574.52301
9,2,12,0.95105642,1.761,-4.77281,4,574.52301
9,2,12,0.95105642,1.761,-4.77281,4,574.52301
8,2,13,0.92755365,2.049,-4.8680902,3,560.53998
8,2,13,0.92755365,2.049,-4.8680902,3,560.53998
8,2,13,0.92755365,2.049,-4.8680902,3,560.53998
8,2,13,0.92755365,2.049,-4.8680902,3,560.53998
8,2,13,0.92755365,2.049,-4.8680902,3,560.53998
8,2,13,0.92755365,2.049,-4.8680902,3,560.53998
11,4,13,0.92787927,0.73106003,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73106003,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73106003,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73106003,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73106003,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73106003,-4.9881501,4,598.52496
11,4,13,0.94949085,0.92106003,-5.2831302,4,616.51501
11,4,13,0.94949085,0.92106003,-5.2831302,4,616.51501
11,4,13,0.94949085,0.92106003,-5.2831302,4,616.51501
11,4,13,0.94949085,0.92106003,-5.2831302,4,616.51501
11,4,13,0.94949085,0.92106003,-5.2831302,4,616.51501
11,4,13,0.94949085,0.92106003,-5.2831302,4,616.51501
11,4,13,0.95629507,1.36006,-5.7224398,4,632.96997
11,4,13,0.95629507,1.36006,-5.7224398,4,632.96997
11,4,13,0.95629507,1.36006,-5.7224398,4,632.96997
11,4,13,0.95629507,1.36006,-5.7224398,4,632.96997
11,4,13,0.95629507,1.36006,-5.7224398,4,632.96997
11,4,13,0.95629507,1.36006,-5.7224398,4,632.96997
12,4,12,0.94990456,0.48205999,-4.8928699,5,612.508
12,4,12,0.94990456,0.48205999,-4.8928699,5,612.508
12,4,12,0.94990456,0.48205999,-4.8928699,5,612.508
12,4,12,0.94990456,0.48205999,-4.8928699,5,612.508
12,4,12,0.94990456,0.48205999,-4.8928699,5,612.508
12,4,12,0.94990456,0.48205999,-4.8928699,5,612.508
11,4,13,0.92787927,0.77006,-4.9881501,4,598.52496
8,2,13,0.9040032,1.78,-4.4788499,3,542.54999
8,2,13,0.9040032,1.78,-4.4788499,3,542.54999
8,2,13,0.9040032,1.78,-4.4788499,3,542.54999
8,2,13,0.9040032,1.78,-4.4788499,3,542.54999
8,2,13,0.9040032,1.78,-4.4788499,3,542.54999
8,2,13,0.9040032,1.78,-4.4788499,3,542.54999
8,2,13,0.92755365,2.0120001,-4.8680902,3,560.53998
8,2,13,0.92755365,2.0120001,-4.8680902,3,560.53998
8,2,13,0.92755365,2.0120001,-4.8680902,3,560.53998
8,2,13,0.92755365,2.0120001,-4.8680902,3,560.53998
8,2,13,0.92755365,2.0120001,-4.8680902,3,560.53998
8,2,13,0.92755365,2.0120001,-4.8680902,3,560.53998
11,4,13,0.92787927,0.73306,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73306,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73306,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73306,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73306,-4.9881501,4,598.52496
11,4,13,0.92787927,0.73306,-4.9881501,4,598.52496
9,3,8,0.92064685,0.090800002,-2.9721,4,421.35001
8,2,15,0.86873722,1.5508,-4.5482302,3,548.53699
8,2,15,0.86873722,1.5508,-4.5482302,3,548.53699
8,2,14,0.8585819,1.5718,-4.24509,3,520.52698
8,2,14,0.8585819,1.5718,-4.24509,3,520.52698
8,2,14,0.8585819,1.5718,-4.24509,3,520.52698
8,2,14,0.8585819,1.5738,-4.24509,3,520.52698
8,2,14,0.8585819,1.5738,-4.24509,3,520.52698
15,9,14,1.0043604,-1.705,-3.1617501,4,724.44202
13,9,10,1.0213919,-1.6289999,-3.8418701,5,662.37396
7,5,17,0.78232718,4.882,-10.11674,6,738.974
9,7,18,0.83748102,5.50176,-11.04673,6,852.99597
7,5,17,0.780801,4.4920001,-9.1883402,5,712.93597
9,7,18,0.83782381,5.1117601,-10.11833,5,826.95801
2,1,3,0.81983441,1.941,-2.6831,2,232.30699
5,4,4,0.83003062,3.5469999,-3.0215299,2,298.29401
3,2,5,0.76835173,3.6600001,-3.1830001,2,268.31198
6,6,5,0.83879417,3.9619999,-3.2014301,2,340.33099
5,2,9,0.82519662,1.7517999,-4.49402,4,400.483
4,2,6,0.86946815,0.11006,-2.5397799,2,264.289
22,13,44,0.82277292,12.004,-21.05517,16,2074.6099
16,9,22,0.82535291,6.9380002,-14.5088,12,1353.65
15,10,18,0.83484691,5.3520002,-12.86104,10,1159.3719
16,12,38,0.82464916,7.5910001,-14.10206,9,1487.921
14,14,12,1.2167361,-7.0770001,2.4224501,0,457.16199
11,11,10,1.1794564,-5.994,1.83543,0,363.15601
5,3,3,0.90962183,-1.314,-0.80813003,2,256.258
5,2,3,0.88459897,-1.251,-0.51413,2,270.285
5,2,5,0.85750741,-0.19499999,-1.23112,2,298.33899
5,0,6,0.88746256,3.8540001,-6.2143602,4,418.41
5,0,8,0.87196791,3.5539999,-5.1908898,3,422.44199
5,0,9,0.86326873,3.895,-5.5180998,3,436.46899
13,12,10,1.0915455,-3.654,-1.36105,4,613.31
13,11,10,1.0707453,-2.723,-1.80064,4,612.32202
13,12,10,1.0915455,-3.6930001,-1.36105,4,613.31
14,12,10,1.1008446,-3.329,-1.2782201,4,614.29401
7,2,11,0.88652319,0.96600002,-3.4848399,3,479.42599
8,1,10,0.90302491,0.62173998,-3.7149,3,466.383
4,2,11,0.8165468,1.493,-2.32147,1,340.41998
4,2,12,0.80167979,2.052,-2.9214201,1,366.45798
4,2,13,0.7951898,2.4330001,-3.1495399,1,382.50098
4,2,12,0.7951898,2.3610001,-2.8360901,1,382.50098
4,2,14,0.78922665,2.875,-3.6647601,1,396.52798
5,2,13,0.79986507,1.267,-2.3230801,1,397.51599
4,2,13,0.78131157,3.5639999,-4.7284799,2,444.57199
4,3,13,0.79615659,3.467,-4.5444598,3,469.582
5,3,15,0.79590952,3.135,-4.2537899,2,474.59799
5,3,16,0.82167464,2.1389999,-3.6562099,1,469.57898
5,3,16,0.81574929,2.6010001,-3.9834199,1,483.60599
5,3,12,0.81590867,0.93599999,-2.4437599,1,383.48898
6,4,2,1.1466302,-0.70999998,-1.25026,2,322.11499
6,4,2,1.0323541,-0.91600001,-0.92201,2,277.664
9,6,4,1.2130948,-1.597,-1.03784,2,402.09399
9,6,4,1.1202382,-1.803,-0.70959002,2,357.64301
6,4,6,0.83879417,3.1900001,-3.2348001,2,340.33099
5,2,3,0.89323473,-0.20593999,-2.5257001,3,263.25699
6,0,4,0.75419724,6.0879998,-6.90098,10,576.91797
9,6,6,1.004352,-2.164,-1.15413,3,369.28998
10,7,6,1.0597098,-3.48,-0.60685003,3,405.25998
12,9,9,1.0838295,-3.1700001,-0.78602999,3,498.28198
5,2,4,0.88099205,-0.56099999,-1.14911,2,255.274
7,3,3,0.96975583,-3.0899999,-0.25725999,2,283.24399
11,7,5,1.0046726,-3.563,-0.57542998,4,415.35898
12,8,8,1.1799489,-2.7060001,-1.62371,3,523.24902
6,5,22,0.78963631,5.6090002,-7.69171,3,689.854
8,4,7,0.9667421,-1.571,-0.92189997,2,362.27499
1,1,3,1.0376952,4.6717601,-5.24898,3,352.13898
1,0,23,0.77199781,10.17476,-11.39986,0,422.616
7,2,14,0.856713,2.115,-4.5942998,3,531.63397
5,3,13,0.84211391,2.385,-4.1195402,3,505.63599
2,2,4,0.99018872,3.40976,-4.7260199,2,333.69299
2,2,4,0.99018872,3.29076,-3.6756201,2,333.69299
4,0,14,0.78458494,4.9809999,-4.6999898,2,508.17798
4,0,15,0.78897524,4.4330001,-4.2145901,2,492.13498
4,1,13,0.80246294,4.0409999,-4.1301699,2,419.953
4,0,18,0.84176415,6.5050001,-7.34026,3,585.05701
5,1,18,0.81728512,5.5560002,-6.4431701,4,594.112
2,1,9,0.81654292,4.5,-4.2252998,2,354.32498
2,1,9,0.89779717,4.7059999,-4.5535498,2,398.776
2,1,9,1.0021329,5.098,-5.26829,2,445.776
3,1,10,0.78502584,3.789,-3.37449,2,347.88998
7,4,13,0.84171534,2.4349999,-4.3439102,4,593.742
5,3,3,0.89254993,-1.4170001,-1.21156,2,266.25299
6,4,3,0.92072272,-0.833,-1.98862,3,291.267
7,1,4,0.90887576,-0.90608001,-4.3442702,5,435.435
6,1,5,0.86967367,0.82392001,-4.9089799,4,435.479
6,1,5,0.86967367,0.82392001,-4.9089799,4,435.479
6,1,4,0.90862435,0.55776,-5.2620902,4,439.44199
7,1,4,0.92539376,-0.70024002,-5.8664899,4,440.42999
6,1,4,0.91962487,0.095760003,-4.9348798,4,425.41498
7,1,4,0.93726867,-1.16224,-5.5392799,4,426.40298
7,2,4,0.94143182,-1.9332401,-4.83637,4,411.392
5,1,4,0.94351995,0.26976001,-5.4569101,4,427.45499
6,1,4,0.96178985,-0.98824,-6.0613098,4,428.44299
5,3,6,0.79088986,4.1999998,-4.7470002,2,354.40198
5,3,6,0.79088986,4.1999998,-4.7470002,2,354.40198
5,3,6,0.79088986,4.1999998,-4.7470002,2,354.40198
7,1,8,0.90555322,-0.86646003,-1.92149,2,329.297
14,10,8,1.1931028,-4.552,0.022530001,3,508.16599
5,3,3,0.78249091,4.27,-7.37604,5,472.66599
14,10,11,1.1585028,-3.595,-1.07096,3,583.30103
5,3,5,0.96352226,0.028000001,-2.3698101,2,271.30099
5,2,6,0.9580574,0.28,-2.00317,2,285.69101
11,7,7,1.0510591,-3.358,-0.59587997,3,407.276
4,3,13,0.76817209,4.9850001,-5.93472,3,493.64798
8,4,7,0.91001976,0.2518,-2.95118,3,381.32898
7,4,15,0.78462195,2.493,-4.3846598,4,619.80701
6,4,3,1.1110239,-2.1672399,-0.96423,2,312.19998
4,2,3,1.0561051,-0.37724,-1.8751301,2,278.186
8,3,12,0.94559771,0.58399999,-3.7341199,3,547.448
5,4,5,0.83980286,-0.13794,-2.6170299,4,342.40298
5,2,7,0.77850956,4.4640002,-5.1593299,2,368.42899
7,0,7,0.81978142,4.38448,-5.0569801,5,526.65698
7,0,7,0.81513798,4.0064802,-4.5443401,5,528.67297
7,0,7,0.81744838,4.0064802,-4.5443401,5,528.67297
7,0,7,0.81744838,4.0064802,-4.5443401,5,528.67297
5,3,1,1.2947807,-0.22499999,-2.47598,2,353.116
9,3,11,0.93605196,0.70599997,-3.5410299,3,545.45697
4,1,7,0.95923281,1.712,-4.5601902,3,394.36398
6,3,4,0.94300383,-2.421,0.62605,2,227.224
5,3,2,0.95208764,-1.969,0.11469,2,230.22
4,2,1,0.89733565,-0.479,-1.00647,2,211.22099
4,2,2,0.91019017,-0.954,-0.28962001,2,214.22099
4,1,2,0.94813037,0.059,-1.25104,2,229.25999
5,3,2,1.0021673,-0.55299997,-1.54848,2,243.243
4,2,1,0.91788632,-0.79799998,-0.80571002,2,212.205
4,2,11,0.84174144,2.9809999,-5.3520002,3,442.621
6,4,2,0.95865321,-1.205,-1.06997,3,267.245
5,2,2,0.99675947,-2.7390001,-0.61887002,2,245.259
2,2,5,0.83713979,4.6199999,-7.1428299,6,396.918
2,2,5,0.81612915,5.6209998,-8.4143105,6,432.95099
4,2,2,0.97121149,-0.75199997,-1.3501,2,229.25999
4,2,2,1.027902,-0.51999998,-1.7393399,2,247.25
5,3,2,1.0021673,-0.55299997,-1.54848,2,243.243
4,2,2,0.9630481,-0.75199997,-1.3501,2,229.25999
1,2,4,0.75104028,4.5809999,-5.7590299,4,312.457
10,4,11,0.92154962,1.40106,-6.4226198,5,590.505
10,4,12,0.91351014,1.62806,-5.9854298,5,602.51599
10,4,13,0.89877152,2.60006,-6.3889699,5,630.57001
10,4,12,0.89575833,2.8480599,-7.8633099,6,652.57599
5,2,4,0.80859947,-0.38999999,-3.93782,4,341.41901
5,3,2,0.91552222,-1.789,-0.29291001,2,242.23099
27,12,39,0.87050432,14.17437,-24.071609,19,2281.4241
4,3,2,1.027902,-1.628,-0.38523999,2,251.282
7,4,2,1.0069801,-1.7989399,-1.8594,3,285.23499
7,4,2,1.0069801,-1.7989399,-1.8594,3,285.23499
4,2,2,0.89676875,-0.824,-0.59367001,2,226.23199
4,3,2,0.97121149,-1.4220001,-0.26332,2,233.29199
7,1,4,0.85441077,1.8884799,-3.4782901,5,414.41
4,2,2,0.87257612,-0.99000001,-0.68142003,2,238.243
2,1,8,0.75313002,4.2870002,-3.78723,2,319.88
7,1,6,0.94005674,2.0290599,-4.7420602,4,455.814
7,1,6,0.94005674,2.1440599,-4.7420602,4,455.814
7,1,6,0.94005674,2.0680599,-4.7420602,4,455.814
7,1,6,0.94005674,2.0680599,-4.7420602,4,455.814
7,1,6,0.94005674,2.0680599,-4.7420602,4,455.814
7,1,6,0.94005674,2.0680599,-4.7420602,4,455.814
8,1,6,0.8865332,0.056060001,-2.4546499,4,404.367
7,1,6,0.94005674,2.1440599,-4.7420602,4,455.814
7,1,6,0.94005674,2.1440599,-4.7420602,4,455.814
7,1,6,0.94005674,2.1440599,-4.7420602,4,455.814
7,1,6,0.94005674,2.1440599,-4.7420602,4,455.814
7,1,6,0.94005674,2.0680599,-4.7420602,4,455.814
7,1,6,0.94005674,2.0680599,-4.7420602,4,455.814
4,2,4,0.84294349,4.2779999,-4.9205399,4,364.43298
7,4,8,0.94185346,-1.23694,-2.1717601,3,353.27499
4,1,9,0.78920305,5.9499998,-6.1375098,4,439.987
6,4,22,0.86762172,4.2709999,-5.7776599,4,767.85699
11,7,35,0.82773745,7.4510002,-10.66591,7,1226.5959
11,4,19,0.82899541,6.7979999,-11.07265,10,1092.325
17,8,41,0.82457626,11.864,-17.61902,14,1813.2849
6,3,5,0.85028267,3.053,-2.93415,2,314.293
8,0,8,0.84331948,4.0664802,-5.8630099,6,546.52802
19,11,10,1.0634538,-5.46594,-2.1606801,6,692.43201
19,11,10,1.0634538,-5.46594,-2.1606801,6,692.43201
16,7,10,0.9813295,-3.8568799,-3.1608901,6,622.492
3,2,4,0.743016,6.3189998,-7.8472099,5,418.66199
2,2,6,0.71289855,7.96,-10.22975,4,418.70599
3,2,4,0.75047255,5.4499998,-7.19279,5,390.608
3,2,4,0.75047255,5.4499998,-7.19279,5,390.608
2,2,6,0.71658766,8.0810003,-10.18625,5,452.72299
3,2,3,0.74660313,5.8769999,-7.3319898,5,404.63498
3,2,3,0.754659,5.0079999,-6.6775699,5,376.58099
4,4,6,0.76141423,5.7979999,-7.6077399,4,420.634
3,3,6,0.73992908,5.9530001,-7.7292099,4,406.651
4,3,5,0.76818407,4.8769999,-6.9902501,5,420.634
4,3,5,0.76818407,4.8769999,-6.9902501,5,420.634
2,2,6,0.71526843,7.6020002,-9.71453,4,404.67899
2,2,5,0.7178188,7.1599998,-9.1993103,4,390.65198
2,2,7,0.71069062,8.4020004,-10.74497,4,432.733
3,2,5,0.74660313,5.8920002,-7.7080102,5,404.63498
3,2,6,0.743016,6.3340001,-8.2232304,5,418.66199
3,2,5,0.73968148,6.7610002,-8.3624296,5,432.689
3,2,6,0.73657364,7.2030001,-8.8776503,5,446.716
5,4,4,0.79454029,4.6339998,-6.6734099,5,420.59
4,3,4,0.77283287,4.4349999,-6.4750299,5,406.60699
5,4,5,0.78915805,5.0760002,-7.1886301,5,434.617
4,3,5,0.76818407,4.8769999,-6.9902501,5,420.634
2,2,6,0.71069062,7.1069999,-10.02273,4,430.71698
2,2,6,0.71526843,6.9549999,-9.3619299,4,402.66299
7,2,11,0.91000468,1.6900001,-4.3626499,3,498.49698
7,2,11,0.91000468,1.6900001,-4.3626499,3,498.49698
7,2,11,0.91000468,1.6900001,-4.3626499,3,498.49698
6,4,3,1.0168661,-2.8150001,-0.20492999,2,276.22
6,4,3,1.0650241,-2.51508,-0.40935001,2,294.20999
6,4,3,1.1110239,-2.1672399,-0.96423,2,312.19998
6,4,4,0.92584586,-2.1800001,-0.88629001,2,284.26801
6,4,4,0.92584586,-2.536,-0.68181002,2,282.25198
7,4,3,0.98341382,-3.4419999,-0.25861001,2,269.21298
7,4,3,1.0015128,-3.175,0.086209998,2,272.21298
7,5,3,1.0015128,-3.6240001,0.3213,2,274.229
5,3,3,1.0323366,-2.006,-0.73115999,2,278.211
5,3,3,1.0803182,-1.70608,-0.93558002,2,296.20099
5,3,4,0.93935281,-1.727,-1.20804,2,284.24298
6,3,3,0.99853694,-2.6329999,-0.78483999,2,271.20398
6,3,3,1.0168661,-2.3659999,-0.44001999,2,274.20398
6,4,3,1.0168661,-2.8150001,-0.20492999,2,276.22
5,1,8,0.8535552,3.1240001,-5.7779298,4,437.47598
5,1,8,0.8812955,3.3559999,-6.16717,4,455.466
13,5,18,0.97319072,0.66299999,-5.0954399,4,760.47498
13,5,20,0.95790064,1.613,-5.49898,4,788.52899
13,5,24,0.93126625,3.381,-7.5598602,4,844.63696
13,5,28,0.90885127,5.1490002,-9.6207399,4,900.745
13,5,34,0.88117975,7.8010001,-12.71206,4,984.90698
13,5,20,0.98776537,1.235,-5.2343602,4,792.47296
13,5,34,0.9023608,7.5650001,-11.44452,4,988.85095
12,7,13,1.0348293,-1.501,-2.62884,3,612.31396
12,7,20,0.96320826,1.626,-5.9219298,3,710.50299
12,7,29,0.90261936,5.6040001,-10.55891,3,836.74597
7,1,39,0.76727331,10.67174,-15.89638,2,791.12799
8,3,8,0.93088043,-2.0239999,-2.25805,3,406.35098
4,1,9,0.8674137,4.302,-6.0900002,3,433.55301
4,1,10,0.85915536,4.6430001,-6.4172101,3,447.57999
4,1,11,0.85149688,5.257,-6.6189799,3,461.60699
4,1,13,0.83773571,6.1409998,-7.6494198,3,489.66098
4,1,10,0.85149688,5.105,-6.7444201,3,461.60699
4,1,11,0.84437519,5.7189999,-6.9461899,3,475.634
4,1,11,0.84437519,5.6149998,-6.8207502,3,475.634
4,1,12,0.83773571,6.0570002,-7.6494198,3,489.66098
4,1,10,0.84437519,5.5120001,-7.07163,3,475.634
4,1,11,0.85733938,5.1209998,-6.7187099,4,473.61798
4,1,10,0.85015607,5.8390002,-7.0459199,4,487.64499
4,1,13,0.92035818,5.94876,-7.57653,3,529.604
5,1,12,0.86478549,3.97174,-6.2326398,3,477.60599
4,1,10,0.837641,4.9330001,-6.7375302,3,445.608
4,1,12,0.82456332,5.8169999,-7.7679701,3,473.66199
5,5,14,0.81069839,1.893,-5.4888,3,521.703
5,4,14,0.81069839,2.0209999,-6.0226898,3,519.68701
6,5,2,0.9504084,-1.607,-0.92039001,3,281.272
5,1,12,0.81721103,8.5655298,-10.92002,5,616.80701
5,1,12,0.82173502,8.2695303,-10.4461,5,602.77997
5,2,4,0.89761198,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.89761198,1.586,-4.4634199,5,449.38498
5,2,4,0.89761198,1.586,-4.4634199,5,449.38498
5,2,4,0.89761198,1.586,-4.4634199,5,449.38498
5,2,4,0.91119337,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.89761198,1.586,-4.4634199,5,449.38498
5,2,4,0.89761198,1.586,-4.4634199,5,449.38498
5,2,4,0.89761198,1.586,-4.4634199,5,449.38498
5,2,4,0.91119337,1.586,-4.4634199,5,449.38498
5,2,4,0.91119337,1.586,-4.4634199,5,449.38498
5,2,4,0.91119337,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
5,2,4,0.90432072,1.586,-4.4634199,5,449.38498
